pilot_id,relative_path
DVP_333_0719acecc8c7,Data/InfographicCharts/1_fake/infographic_chart_0750.png
DVP_334_0721e3a0054b,Data/UIScreenshots/1_fake/ui_0811.png
DVP_335_0730d4ca0586,Data/AcademicPosters/1_fake/academic_poster_0575.png
DVP_336_0733c3e8a3b3,Data/Tables/0_real/PMC4910646_table_0.jpg
DVP_337_074f3b847c71,Data/UIScreenshots/1_fake/ui_0853.png
DVP_338_0754370039b2,Data/Receipts/1_fake/receipt_0578.png
DVP_339_07558c1260cc,Data/AcademicPosters/0_real/NeurIPS_2023_73498_RVD_ A Handheld Device-Based Fundus Video Dataset for Retina.png
DVP_340_075962414ea9,Data/AcademicPosters/1_fake/academic_poster_0830.png
DVP_341_075a99b5d711,Data/CommercialPosters/0_real/5928148995a7a863ddcd9377_preview.jpg
DVP_342_0765cd7af24d,Data/AcademicPosters/0_real/ICML_2022_17197_Unified Fourier-based Kernel and Nonlinearity Design for Equ.png
DVP_343_076c2901d01e,Data/InfographicCharts/0_real/00020067.jpeg
DVP_344_07722bc2fb56,Data/CommercialPosters/0_real/5bdc643d9259f9ba54ade183_preview.jpg
DVP_345_0785beaf7430,Data/InfographicCharts/0_real/00043646.jpg
DVP_346_079075ae269e,Data/UIScreenshots/1_fake/ui_0344.png
DVP_347_079571b6428e,Data/Receipts/1_fake/receipt_0128.png
DVP_348_07985044ac49,Data/CommercialPosters/0_real/5b9bb8d618654940f75cf43d_preview.jpg
DVP_349_07a28143d15d,Data/Tables/1_fake/table_0615.png
DVP_350_07abf14003c8,Data/Receipts/1_fake/receipt_0971.png
DVP_351_07ae8b9000a5,Data/InfographicCharts/1_fake/infographic_chart_0669.png
DVP_352_07b50bd5e5b7,Data/UIScreenshots/1_fake/ui_0799.png
DVP_353_07b87ee8329a,Data/CommercialPosters/1_fake/commercial_poster_0615.png
DVP_354_07b8e61682b3,Data/UIScreenshots/0_real/42048.jpg
DVP_355_07b97707b21b,Data/Tables/1_fake/table_0162.png
DVP_356_07c75f4bb5ae,Data/InfographicCharts/0_real/00026694.jpeg
DVP_357_07d1223d54bc,Data/CommercialPosters/1_fake/commercial_poster_0484.png
DVP_358_07d2155f383a,Data/CommercialPosters/1_fake/commercial_poster_0764.png
DVP_359_07d9383564a0,Data/AcademicPosters/1_fake/academic_poster_0319.png
DVP_360_07dbdeab758a,Data/AcademicPosters/0_real/ICLR_2024_19464_Coordinate-Aware Modulation for Neural Fields.png
DVP_361_07dc7c9c5809,Data/InfographicCharts/0_real/00015607.jpeg
DVP_362_07e19bbb40d0,Data/Receipts/1_fake/receipt_0939.png
DVP_363_07e20e8a1b1f,Data/UIScreenshots/0_real/45855.jpg
DVP_364_07e5c488c358,Data/UIScreenshots/1_fake/ui_0278.png
DVP_365_07f60bb21a95,Data/CommercialPosters/0_real/5d0cedba8cba87f9434ed579_preview.jpg
DVP_366_07facbd3786f,Data/CommercialPosters/1_fake/commercial_poster_0280.png
DVP_367_080749552209,Data/AcademicPosters/1_fake/academic_poster_0305.png
DVP_368_0809ab371545,Data/UIScreenshots/1_fake/ui_0848.png
DVP_369_081f22026de9,Data/AcademicPosters/1_fake/academic_poster_0295.png
DVP_370_082134b38ddd,Data/Receipts/0_real/X51006557178.jpg
DVP_371_083590cf3c93,Data/CommercialPosters/1_fake/commercial_poster_0933.png
DVP_372_083cb8ec8edb,Data/Tables/1_fake/table_0680.png
DVP_373_0845fa95df7e,Data/AcademicPosters/0_real/ICML_2023_24289_Learning to Design Analog Circuits to Meet Threshold Specifi.png
DVP_374_085132c893b3,Data/InfographicCharts/0_real/00014304.jpeg
DVP_375_0859f90154b6,Data/CommercialPosters/1_fake/commercial_poster_0809.png
DVP_376_0861c8af17f1,Data/InfographicCharts/0_real/00007078.jpeg
DVP_377_0864c1d5629d,Data/UIScreenshots/1_fake/ui_0984.png
DVP_378_08663f1ea7ab,Data/UIScreenshots/0_real/5484.jpg
DVP_379_087250bbd4b2,Data/CommercialPosters/1_fake/commercial_poster_0334.png
DVP_380_087429440d86,Data/InfographicCharts/0_real/00015467.jpeg
DVP_381_0875edb01f77,Data/InfographicCharts/0_real/00047207.jpg
DVP_382_0884e94fc99d,Data/CommercialPosters/0_real/5f562d93a637ee11e371a994_preview.jpg
DVP_383_088dcdc974ae,Data/Tables/0_real/PMC4531468_table_1.jpg
DVP_384_089134d57463,Data/CommercialPosters/1_fake/commercial_poster_0044.png
DVP_385_08a8e5848233,Data/CommercialPosters/0_real/5d68d8d3e79a2a634e979e0e_preview.jpg
DVP_386_08ad1f51ffec,Data/Receipts/1_fake/receipt_1081.png
DVP_387_08b4afdf79c5,Data/CommercialPosters/0_real/5df3adee9fea0cc3742099ca_preview.jpg
DVP_388_08bc05fd6276,Data/InfographicCharts/0_real/00008000.jpeg
DVP_389_08c3bf96b2a8,Data/Tables/1_fake/table_0784.png
DVP_390_08cbc19b9252,Data/AcademicPosters/0_real/NeurIPS_2022_53028_Recursive Reinforcement Learning.png
DVP_391_08cfdc2d7caf,Data/AcademicPosters/0_real/ICLR_2023_11070_Symmetries_ Flat Minima_ and the Conserved Quantities of Gra.png
DVP_392_08ddbd7a6855,Data/InfographicCharts/1_fake/infographic_chart_0112.png
DVP_393_08e51fce38ce,Data/Receipts/1_fake/receipt_0032.png
DVP_394_08f67efff123,Data/Receipts/0_real/X51005605335.jpg
DVP_395_08f821ff55d2,Data/CommercialPosters/0_real/5da041f8abc8ea6d1cb5b361_preview.jpg
DVP_396_0900981544d1,Data/AcademicPosters/0_real/NeurIPS_2023_79866_Simple Data Sharing for Multi-Tasked Goal-Oriented Problems.png
DVP_397_09011f0dc9e9,Data/InfographicCharts/0_real/00036657.jpg
DVP_398_09093b1d690f,Data/Receipts/1_fake/receipt_0080.png
DVP_399_091793ca9a04,Data/InfographicCharts/1_fake/infographic_chart_0781.png
DVP_400_091833b1d8e6,Data/Receipts/1_fake/receipt_0904.png
DVP_401_091c23ff0d49,Data/CommercialPosters/1_fake/commercial_poster_0556.png
DVP_402_092037b6ca2d,Data/UIScreenshots/0_real/68319.jpg
DVP_403_092bacb8b31c,Data/AcademicPosters/1_fake/academic_poster_0294.png
DVP_404_092e70a3e049,Data/CommercialPosters/0_real/5d08e2718cba87f943c92ae6_preview.jpg
DVP_405_0933b90fd08d,Data/AcademicPosters/1_fake/academic_poster_0225.png
DVP_406_0933f7601889,Data/Receipts/0_real/X51005663298.jpg
DVP_407_0935fff55cb4,Data/UIScreenshots/1_fake/ui_0751.png
DVP_408_093b8b226594,Data/Receipts/1_fake/receipt_0310.png
DVP_409_093d175c5814,Data/AcademicPosters/0_real/ICML_2022_16171_On the Finite-Time Performance of the Knowledge Gradient Alg.png
DVP_410_094c3c75b377,Data/AcademicPosters/0_real/ICML_2023_24360_Target-based Surrogates for Stochastic Optimization.png
DVP_411_094dfc13302c,Data/AcademicPosters/1_fake/academic_poster_0198.png
DVP_412_09531beef8fb,Data/Tables/0_real/PMC4506362_table_1.jpg
DVP_413_09572fccb482,Data/CommercialPosters/1_fake/commercial_poster_0958.png
DVP_414_095d86225e40,Data/CommercialPosters/1_fake/commercial_poster_0590.png
DVP_415_0961007bdcba,Data/CommercialPosters/1_fake/commercial_poster_0987.png
DVP_416_096b5a876238,Data/CommercialPosters/0_real/5e317aaf9fea0cc374372ea1_preview.jpg
DVP_417_096d2ae396fe,Data/Receipts/1_fake/receipt_0779.png
DVP_418_097299734482,Data/UIScreenshots/0_real/32214.jpg
DVP_419_097a5f6cbe89,Data/InfographicCharts/0_real/00016541.jpeg
DVP_420_097f671d1491,Data/AcademicPosters/1_fake/academic_poster_0467.png
DVP_421_09874ff2b050,Data/CommercialPosters/1_fake/commercial_poster_0649.png
DVP_422_09878aa1c689,Data/AcademicPosters/0_real/NeurIPS_2022_53594_Quantum Algorithms for Sampling Log-Concave Distributions an.png
DVP_423_098d896b0629,Data/UIScreenshots/1_fake/ui_0590.png
DVP_424_098d92349b99,Data/UIScreenshots/0_real/38410.jpg
DVP_425_09940b5d09b5,Data/AcademicPosters/0_real/ICML_2024_35052_DoRA_ Weight-Decomposed Low-Rank Adaptation.png
DVP_426_0996fb0186cc,Data/InfographicCharts/1_fake/infographic_chart_0395.png
DVP_427_0999400278d0,Data/AcademicPosters/0_real/ICLR_2023_13475_Widespread increases in wildfire risk to forest carbon offse.png
DVP_428_099c390a19b1,Data/Tables/1_fake/table_0471.png
DVP_429_09a373bf6892,Data/UIScreenshots/0_real/228.jpg
DVP_430_09b56a4a580e,Data/InfographicCharts/0_real/00057135.jpg
DVP_431_09c41522f3ba,Data/CommercialPosters/1_fake/commercial_poster_0447.png
DVP_432_09c519a7a772,Data/Tables/1_fake/table_0544.png
DVP_433_09c6571c87b0,Data/AcademicPosters/0_real/ICML_2023_25251_Patch-level Contrastive Learning via Positional Query for Vi.png
DVP_434_09c8e2199746,Data/AcademicPosters/0_real/NeurIPS_2023_79000_DPZero_ Dimension-Independent and Differentially Private Zer.png
DVP_435_09c9cd245e0f,Data/AcademicPosters/1_fake/academic_poster_0080.png
DVP_436_09d109c1c88e,Data/Tables/1_fake/table_0685.png
DVP_437_09d3c7f188b6,Data/CommercialPosters/0_real/5e25540b9fea0cc374510bd5_preview.jpg
DVP_438_09d4c45d9f86,Data/Receipts/0_real/X51005255805.jpg
DVP_439_09da3c093f0c,Data/UIScreenshots/0_real/32936.jpg
DVP_440_09dd80be3307,Data/Tables/1_fake/table_0492.png
DVP_441_09e69ca7e8a4,Data/InfographicCharts/1_fake/infographic_chart_0277.png
DVP_442_09ecd4810526,Data/CommercialPosters/0_real/5f560883a637ee11e31317e1_preview.jpg
DVP_443_0a031680e02e,Data/Tables/0_real/PMC3128849_table_0.jpg
DVP_444_0a082498dc33,Data/CommercialPosters/1_fake/commercial_poster_0846.png
DVP_445_0a1183b1adc0,Data/AcademicPosters/0_real/ICML_2023_25086_Enabling First-Order Gradient-Based Learning for Equilibrium.png
DVP_446_0a11d42a2c68,Data/Receipts/1_fake/receipt_0986.png
DVP_447_0a12341e06e8,Data/InfographicCharts/1_fake/infographic_chart_0162.png
DVP_448_0a12b2e81fd7,Data/Receipts/0_real/X51005442383.jpg
DVP_449_0a12f1a9ed0e,Data/Receipts/0_real/X51005663317.jpg
DVP_450_0a16dab1f383,Data/AcademicPosters/0_real/ICML_2022_17475_Reducing Variance in Temporal-Difference Value Estimation vi.png
DVP_451_0a1bf30491cb,Data/Receipts/1_fake/receipt_0576.png
DVP_452_0a26175758eb,Data/AcademicPosters/1_fake/academic_poster_0831.png
DVP_453_0a277dbe7397,Data/InfographicCharts/0_real/00005463.jpeg
DVP_454_0a2a001f89a0,Data/Tables/1_fake/table_0502.png
DVP_455_0a2bf208d3da,Data/Tables/0_real/PMC4936747_table_1.jpg
DVP_456_0a2e0434ae64,Data/Tables/1_fake/table_0096.png
DVP_457_0a2f5b07486a,Data/Receipts/0_real/X51007339165.jpg
DVP_458_0a395d20b5b8,Data/Receipts/0_real/X51005663311.jpg
DVP_459_0a3f8c2f36be,Data/UIScreenshots/1_fake/ui_0418.png
DVP_460_0a4814ed58cc,Data/AcademicPosters/1_fake/academic_poster_0716.png
DVP_461_0a483db6bc65,Data/InfographicCharts/1_fake/infographic_chart_0847.png
DVP_462_0a4bf8241ac8,Data/AcademicPosters/0_real/NeurIPS_2023_71508_Fast Asymptotically Optimal Algorithms for Non-Parametric St.png
DVP_463_0a4f6462c509,Data/Receipts/1_fake/receipt_0427.png
DVP_464_0a59d0d29861,Data/AcademicPosters/1_fake/academic_poster_0397.png
DVP_465_0a6eaae95691,Data/InfographicCharts/1_fake/infographic_chart_0725.png
DVP_466_0a71e8e5e411,Data/InfographicCharts/0_real/00015697.jpeg
DVP_467_0a727f34c60f,Data/InfographicCharts/0_real/00025193.jpeg
DVP_468_0a795d87e371,Data/UIScreenshots/0_real/66150.jpg
DVP_469_0a7dcbbbe9b1,Data/InfographicCharts/0_real/00049189.jpg
DVP_470_0a8058cd3bc6,Data/AcademicPosters/1_fake/academic_poster_0678.png
DVP_471_0a8abc806a03,Data/UIScreenshots/1_fake/ui_0524.png
DVP_472_0a8ccd749081,Data/Receipts/1_fake/receipt_1078.png
DVP_473_0a9f528519bc,Data/CommercialPosters/1_fake/commercial_poster_0076.png
DVP_474_0aa31d995e7c,Data/Receipts/1_fake/receipt_0398.png
DVP_475_0aa3e5b9d645,Data/Tables/0_real/PMC4632485_table_1.jpg
DVP_476_0aa5cd22c9ba,Data/InfographicCharts/1_fake/infographic_chart_0864.png
DVP_477_0aa813c4162b,Data/InfographicCharts/1_fake/infographic_chart_0171.png
DVP_478_0aab58efff9b,Data/InfographicCharts/0_real/00016250.jpeg
DVP_479_0aabe73c0880,Data/Receipts/1_fake/receipt_0716.png
DVP_480_0aae250404b5,Data/CommercialPosters/0_real/5c7fc3a785ea3c16f970957a_preview.jpg
DVP_481_0aae88de0b01,Data/AcademicPosters/0_real/ICML_2024_34891_Graphon Mean Field Games with a Representative Player_ Analy.png
DVP_482_0aaf6a153d14,Data/AcademicPosters/1_fake/academic_poster_0368.png
DVP_483_0ab23687bb20,Data/CommercialPosters/0_real/5de528309fea0cc374c7d666_preview.jpg
DVP_484_0ab436e83341,Data/CommercialPosters/0_real/5b27a3d71eb1c99e2a6ba63f_preview.jpg
DVP_485_0ac25504a793,Data/Tables/1_fake/table_0060.png
DVP_486_0ac6557b2c14,Data/AcademicPosters/1_fake/academic_poster_0007.png
DVP_487_0ac86e298f6f,Data/Tables/1_fake/table_0341.png
DVP_488_0adb2e63d236,Data/InfographicCharts/1_fake/infographic_chart_0865.png
DVP_489_0ae02d02d603,Data/AcademicPosters/1_fake/academic_poster_0141.png
DVP_490_0ae69cddc805,Data/UIScreenshots/1_fake/ui_0909.png
DVP_491_0ae7919812ab,Data/CommercialPosters/0_real/5f1fff31a637ee11e3a339a5_preview.jpg
DVP_492_0af08253c4f6,Data/InfographicCharts/0_real/00042784.jpg
DVP_493_0af26a6eec42,Data/AcademicPosters/0_real/ICLR_2023_11253_Neural-based classification rule learning for sequential dat.png
DVP_494_0af6e996a392,Data/InfographicCharts/0_real/00006153.jpeg
DVP_495_0af7ba8d435e,Data/AcademicPosters/1_fake/academic_poster_0421.png
DVP_496_0af987aa3da7,Data/Tables/0_real/PMC1555604_table_1.jpg
DVP_497_0afab10feca7,Data/Tables/1_fake/table_0021.png
DVP_498_0b01c718747a,Data/AcademicPosters/0_real/NeurIPS_2023_73061_SaVeNet_ A Scalable Vector Network for Enhanced Molecular Re.png
DVP_499_0b02e14ea7ae,Data/UIScreenshots/0_real/9438.jpg
DVP_500_0b053d221f0f,Data/AcademicPosters/1_fake/academic_poster_0125.png
DVP_501_0b09ac319ee6,Data/UIScreenshots/1_fake/ui_0361.png
DVP_502_0b0c39795c86,Data/Receipts/1_fake/receipt_0353.png
DVP_503_0b12f118becc,Data/Receipts/1_fake/receipt_0888.png
DVP_504_0b157ce92345,Data/AcademicPosters/0_real/ICLR_2023_11904_Protein Representation Learning by Geometric Structure Pretr.png
DVP_505_0b1a50c49c30,Data/UIScreenshots/0_real/21050.jpg
DVP_506_0b22d1f82a55,Data/InfographicCharts/1_fake/infographic_chart_0009.png
DVP_507_0b299e3ae5a3,Data/InfographicCharts/1_fake/infographic_chart_0902.png
DVP_508_0b2daa12eef4,Data/Receipts/0_real/X51005587261.jpg
DVP_509_0b30a0beaa14,Data/CommercialPosters/0_real/5e04c1589fea0cc374a4c36e_preview.jpg
DVP_510_0b3eadae6ccf,Data/Tables/0_real/PMC4421911_table_2.jpg
DVP_511_0b4673a284b5,Data/UIScreenshots/1_fake/ui_0231.png
DVP_512_0b4a7e9ddf64,Data/UIScreenshots/0_real/35871.jpg
DVP_513_0b4fc482e725,Data/Tables/0_real/PMC3263730_table_0.jpg
DVP_514_0b5494aa5257,Data/Receipts/1_fake/receipt_0021.png
DVP_515_0b65f6ad503a,Data/UIScreenshots/1_fake/ui_0328.png
DVP_516_0b7ea07dd90c,Data/UIScreenshots/1_fake/ui_0030.png
DVP_517_0b808ff59f26,Data/Receipts/0_real/X51005719906.jpg
DVP_518_0b83c1f0d7cd,Data/Receipts/0_real/X51007846305.jpg
DVP_519_0b864300ae06,Data/AcademicPosters/1_fake/academic_poster_0283.png
DVP_520_0b8683f97015,Data/Tables/0_real/PMC1193983_table_0.jpg
DVP_521_0b8775e24d4b,Data/Tables/0_real/PMC3384891_table_2.jpg
DVP_522_0b90074a8bea,Data/Tables/1_fake/table_0887.png
DVP_523_0b98808ec61b,Data/InfographicCharts/1_fake/infographic_chart_0559.png
DVP_524_0b9fe5b0b6a6,Data/Receipts/1_fake/receipt_0548.png
DVP_525_0baeeae35400,Data/UIScreenshots/0_real/41586.jpg
DVP_526_0bb0e4aba7d2,Data/UIScreenshots/0_real/59717.jpg
DVP_527_0bbb8d47377c,Data/Receipts/0_real/X51005757353.jpg
DVP_528_0bbd51a7d084,Data/UIScreenshots/0_real/70706.jpg
DVP_529_0bc29bdfc9bc,Data/AcademicPosters/1_fake/academic_poster_0240.png
DVP_530_0bc9e241e13c,Data/AcademicPosters/0_real/ICLR_2022_6104_An Agnostic Approach to Federated Learning with Class Imbala.png
DVP_531_0bcd9d91c783,Data/AcademicPosters/1_fake/academic_poster_0931.png
DVP_532_0bdd69ae8d87,Data/UIScreenshots/1_fake/ui_0711.png
DVP_533_0bde5bde8edc,Data/Tables/1_fake/table_0223.png
DVP_534_0be445e994d6,Data/InfographicCharts/1_fake/infographic_chart_0650.png
DVP_535_0be66644c1a1,Data/Tables/1_fake/table_0378.png
DVP_536_0be909eacf98,Data/AcademicPosters/0_real/NeurIPS_2023_76918_GraphTransformers for Geospatial Forecasting of Hurricane Tr.png
DVP_537_0bf60152b0b8,Data/Tables/1_fake/table_0498.png
DVP_538_0bf825545171,Data/AcademicPosters/0_real/NeurIPS_2023_73585_Intelligent Knee Sleeves_ A Real-time Multimodal Dataset for.png
DVP_539_0bfc93ae11a6,Data/Tables/0_real/PMC4966699_table_2.jpg
DVP_540_0c0327a75d7d,Data/Tables/1_fake/table_0281.png
DVP_541_0c0a410ac2ed,Data/Tables/1_fake/table_0633.png
DVP_542_0c0dd4b8e1c9,Data/UIScreenshots/0_real/7632.jpg
DVP_543_0c0fc4ad15d5,Data/Receipts/0_real/X51006556823.jpg
DVP_544_0c190221458c,Data/UIScreenshots/0_real/68348.jpg
DVP_545_0c1a1d4412be,Data/AcademicPosters/0_real/ICLR_2024_22194_MathChat_ Converse to Tackle Challenging Math Problems with .png
DVP_546_0c35ee179889,Data/Tables/0_real/PMC3242766_table_2.jpg
DVP_547_0c5934136eaf,Data/InfographicCharts/1_fake/infographic_chart_0261.png
DVP_548_0c648680fea6,Data/Receipts/0_real/X51006401869.jpg
DVP_549_0c6bb81eaf3f,Data/AcademicPosters/0_real/NeurIPS_2022_62273_Automatic Discovery of Composite SPMD Partitioning Strategie.png
DVP_550_0c6bd7f1c444,Data/UIScreenshots/0_real/7829.jpg
DVP_551_0c6c6a07b0e9,Data/UIScreenshots/1_fake/ui_0143.png
DVP_552_0c73901d22ad,Data/Receipts/0_real/X51008123451.jpg
DVP_553_0c766e52f0db,Data/AcademicPosters/0_real/NeurIPS_2023_73497_MetaBox_ A Benchmark Platform for Meta-Black-Box Optimizatio.png
DVP_554_0c83b75f37fd,Data/Tables/0_real/PMC5936689_table_1.jpg
DVP_555_0caaa238d128,Data/UIScreenshots/1_fake/ui_0431.png
DVP_556_0cb13e09d767,Data/UIScreenshots/1_fake/ui_0411.png
DVP_557_0cc2d3f2ee63,Data/Tables/1_fake/table_0639.png
DVP_558_0ccadbfa9781,Data/AcademicPosters/1_fake/academic_poster_0734.png
DVP_559_0ce7bb869743,Data/AcademicPosters/1_fake/academic_poster_0529.png
DVP_560_0cf53e32a7a0,Data/UIScreenshots/1_fake/ui_0437.png
DVP_561_0cf99f903083,Data/Tables/1_fake/table_0844.png
DVP_562_0cf9b1e60578,Data/AcademicPosters/1_fake/academic_poster_0356.png
DVP_563_0d0220f9836f,Data/InfographicCharts/1_fake/infographic_chart_0910.png
DVP_564_0d04d51266e8,Data/AcademicPosters/1_fake/academic_poster_0251.png
DVP_565_0d0862a1c4f7,Data/Tables/1_fake/table_0280.png
DVP_566_0d0b4ae97bea,Data/UIScreenshots/0_real/68041.jpg
DVP_567_0d1603b3c107,Data/AcademicPosters/1_fake/academic_poster_0069.png
DVP_568_0d1888b938df,Data/UIScreenshots/0_real/320.jpg
DVP_569_0d27b46680a5,Data/Tables/1_fake/table_0928.png
DVP_570_0d3345a3a535,Data/AcademicPosters/0_real/ICLR_2023_14754_FedEBA__ Towards Fair and Effective Federated Learning via E.png
DVP_571_0d33cc1ff3c0,Data/Tables/0_real/PMC1266362_table_1.jpg
DVP_572_0d346a60a61a,Data/AcademicPosters/0_real/ICLR_2023_10881_Replay Memory as An Empirical MDP_ Combining Conservative Es.png
DVP_573_0d3a801aee33,Data/Receipts/0_real/X51006414671.jpg
DVP_574_0d453d7e358b,Data/InfographicCharts/1_fake/infographic_chart_0268.png
DVP_575_0d5e0b407b92,Data/Tables/1_fake/table_0706.png
DVP_576_0d707e1fb02d,Data/Tables/0_real/PMC5017622_table_3.jpg
DVP_577_0d974f058e57,Data/UIScreenshots/1_fake/ui_0697.png
DVP_578_0d9f63e443c7,Data/Receipts/0_real/X51008123446.jpg
DVP_579_0db7e246f96c,Data/Tables/1_fake/table_0458.png
DVP_580_0dc6607c3d27,Data/Tables/1_fake/table_0154.png
DVP_581_0dcc026c07a0,Data/AcademicPosters/0_real/NeurIPS_2023_70609_DrugCLIP_ Contrastive Protein-Molecule Representation Learni.png
DVP_582_0ddbd52ca9dc,Data/Tables/1_fake/table_0930.png
DVP_583_0ddf9aea70b2,Data/Receipts/0_real/X51005442388.jpg
DVP_584_0de387de0e37,Data/InfographicCharts/1_fake/infographic_chart_0084.png
DVP_585_0df3b9548ded,Data/Tables/1_fake/table_0925.png
DVP_586_0dfe07ac9862,Data/UIScreenshots/1_fake/ui_0101.png
DVP_587_0e240470850e,Data/Receipts/0_real/X51007843145.jpg
DVP_588_0e2886d2ca51,Data/Tables/1_fake/table_0402.png
DVP_589_0e39426a0cb8,Data/Tables/1_fake/table_0261.png
DVP_590_0e3e6cd48d0b,Data/InfographicCharts/1_fake/infographic_chart_0002.png
DVP_591_0e7b9d8cbb06,Data/Receipts/0_real/X51006913024.jpg
DVP_592_0e85adb10d0e,Data/InfographicCharts/1_fake/infographic_chart_0370.png
DVP_593_0eaeb55fdf58,Data/InfographicCharts/1_fake/infographic_chart_0704.png
DVP_594_0eb5cb2fbda0,Data/Tables/0_real/PMC4404289_table_2.jpg
DVP_595_0f075f130556,Data/Tables/0_real/PMC2829006_table_2.jpg
DVP_596_0f56f0a940ec,Data/InfographicCharts/1_fake/infographic_chart_0481.png
DVP_597_0fba1bbaf3e7,Data/InfographicCharts/1_fake/infographic_chart_0398.png
DVP_598_0fc05a5b3c90,Data/InfographicCharts/1_fake/infographic_chart_0107.png
DVP_599_0fffe241b2c3,Data/InfographicCharts/1_fake/infographic_chart_0319.png
DVP_600_1018518e19a6,Data/InfographicCharts/1_fake/infographic_chart_0667.png
